customer_id,registration_date,age,gender,city,loyalty_member,total_spend,purchase_count,avg_basket_value,days_since_last_purchase,product_categories_bought,online_ratio,satisfaction_score,customer_service_contacts,newsletter_subscriber,monthly_income_bracket,district_type,store_distance_km,referral_source,account_age_days,is_lapsed
MP02585,28-sty-2023,56,K,Wrocław,Nie,PLN 381.54,4,96.93,289,1,0.15,2.5,3,Nie dotyczy,B,rural,45.2,walk_in,718,0
MP02586,06-wrz-2023,52,M,Lublin,Tak,"PLN 2,991.29",6,475.84,7,4,0.287,4.1,2,Tak,C,suburban,20.3,social_media,497,0
MP02587,18-lut-2023,57,M,Warszawa,Tak,"PLN 6,974.68",11,632.28,1,4,,4.4,2,Tak,D,rural,26.7,online_ad,697,0
MP02588,27-gru-2022,41,K,Poznań,Tak,"PLN 14,254.42",27,529.74,1,7,0.6,5.0,1,Tak,E,rural,23.1,walk_in,750,0
MP02589,28-lis-2024,54,K,Kraków,Nie,"PLN 1,353.04",4,309.72,44,2,0.086,2.8,3,Nie,B,urban,5.5,friend,48,0
MP02590,23-sty-2023,24,K,Szczecin,Nie,PLN 176.54,5,35.0,204,1,0.292,2.3,4,Nie,A,suburban,15.9,social_media,723,1
MP02591,01-kwi-2022,51,K,Szczecin,Nie,"PLN 1,554.69",5,322.35,24,3,0.307,4.2,4,Nie dotyczy,C,urban,3.4,social_media,1020,0
MP02592,28-lut-2023,33,K,Poznań,Nie,"PLN 3,849.01",9,445.55,10,4,0.464,3.9,3,Tak,E,rural,25.9,friend,687,0
MP02593,13-sie-2023,22,K,Poznań,Nie,PLN 70.00,2,7451.38,93,1,0.313,2.5,4,Tak,B,rural,58.0,friend,521,1
MP02594,27-kwi-2022,29,K,Łódź,Nie,PLN 205.29,2,108.66,130,1,0.051,2.9,4,Nie,E,rural,64.2,,994,1
MP02595,11-gru-2022,42,K,Łódź,Nie,PLN 421.78,2,214.98,145,1,0.305,,3,Tak,C,suburban,13.9,social_media,766,0
MP02596,13-lip-2022,32,M,Lublin,Nie,PLN 969.26,4,241.18,120,1,0.086,2.5,3,Tak,C,suburban,22.5,walk_in,917,0
MP02597,10-lip-2023,47,M,Warszawa,Nie,"PLN 1,791.47",5,350.26,20,3,,2.7,3,Nie dotyczy,D,urban,8.7,online_ad,555,0
MP02598,06-mar-2024,20,M,Lublin,Nie,PLN 70.00,2,35.0,540,1,0.085,1.6,4,Nie,,urban,0.8,walk_in,315,0
MP02599,26-lis-2024,18,M,Szczecin,Nie,PLN 35.00,1,35.0,540,1,0.162,1.9,4,Nie,,urban,9.1,,50,1
MP02600,11-mar-2023,58,K,Katowice,Nie,PLN 694.52,4,178.95,67,1,0.208,2.6,4,Nie dotyczy,A,rural,40.0,friend,676,0
MP02601,05-sie-2024,53,M,Kraków,Tak,PLN 146.31,1,155.83,26,1,0.19,,3,Tak,D,suburban,18.9,online_ad,163,0
MP02602,03-wrz-2022,29,M,Poznań,Nie,"PLN 1,418.26",5,297.44,29,2,0.277,,3,Tak,,suburban,18.5,walk_in,865,0
MP02603,07-maj-2024,42,K,Warszawa,Nie,PLN 571.30,2,266.45,39,3,0.169,3.1,3,Tak,,urban,2.8,walk_in,253,0
MP02604,15-wrz-2023,54,M,Katowice,Tak,"PLN 3,368.22",12,253.07,12,2,0.263,3.2,3,Tak,B,suburban,24.6,friend,488,0
MP02605,13-kwi-2024,47,K,Szczecin,Nie,"PLN 1,476.33",5,302.85,33,2,0.222,4.0,5,Nie,D,urban,7.5,social_media,277,0
MP02606,10-kwi-2024,44,M,Gdańsk,Nie,PLN 352.05,4,93.32,43,1,0.261,3.3,4,Nie,A,rural,19.8,friend,280,0
MP02607,13-sie-2023,55,M,Bydgoszcz,Nie,PLN 35.00,1,35.0,540,1,0.0,1.0,6,Nie dotyczy,A,rural,43.1,social_media,521,1
MP02608,20-paź-2022,33,M,Kraków,Tak,PLN 352.36,10,35.0,42,3,0.405,2.9,3,Nie,A,suburban,28.9,social_media,818,0
MP02609,06-sie-2023,42,M,Gdańsk,Tak,"PLN 1,846.05",5,349.84,41,2,0.326,3.3,3,Nie dotyczy,E,rural,58.6,social_media,528,0
MP02610,26-cze-2024,42,M,Białystok,Tak,PLN 240.58,2,124.23,55,1,0.317,1.5,5,Nie,D,urban,6.4,walk_in,203,0
MP02611,29-lis-2024,39,M,Warszawa,Nie,"PLN 2,034.92",7,303.88,32,3,0.24,3.3,3,Tak,E,urban,2.4,friend,47,0
MP02612,13-paź-2024,37,M,Gdynia,Nie,PLN 591.03,2,247.06,29,1,0.369,2.6,2,Tak,A,suburban,13.7,online_ad,94,0
MP02613,30-lip-2022,43,M,Katowice,Nie,"PLN 1,943.01",9,240.81,53,2,0.327,2.9,3,Nie,E,suburban,8.8,walk_in,900,0
MP02614,22-paź-2023,42,K,Gdynia,Tak,"PLN 1,375.65",5,256.63,189,3,0.202,2.5,3,Tak,E,urban,8.3,friend,451,0
MP02615,08-maj-2022,29,M,Białystok,Nie,"PLN 1,334.42",6,198.72,256,2,0.165,3.0,3,Tak,A,urban,7.9,walk_in,983,0
MP02616,08-sty-2024,52,M,Kraków,Nie,PLN 227.54,2,116.13,86,1,0.302,2.2,3,Nie dotyczy,C,suburban,27.8,social_media,373,0
MP02617,22-gru-2024,30,M,Gdańsk,Nie,PLN 991.01,7,136.76,106,2,0.232,2.8,3,Tak,,urban,1.1,walk_in,24,0
MP02618,12-mar-2022,39,K,Warszawa,Nie,PLN 70.00,2,35.0,540,1,0.043,2.1,4,Nie,C,urban,9.7,social_media,1040,0
MP02619,25-gru-2023,38,K,Lublin,Nie,PLN 113.10,2,56.44,345,1,0.167,2.6,5,Tak,E,urban,9.7,,387,1
MP02620,02-lis-2024,46,K,Warszawa,Nie,PLN 38.25,1,35.0,540,1,0.0,1.0,7,Nie,A,rural,48.7,online_ad,74,1
MP02621,18-lip-2024,18,K,Katowice,Tak,PLN 35.34,1,35.0,540,1,0.134,1.0,5,Nie,A,urban,8.9,friend,181,1
MP02622,15-mar-2023,53,M,Kraków,Nie,PLN 415.52,5,82.85,100,2,0.185,2.2,5,Tak,B,urban,4.7,online_ad,672,0
MP02623,07-maj-2022,34,K,Warszawa,Tak,PLN 660.86,2,290.17,59,1,0.26,3.3,3,Tak,E,urban,3.5,friend,984,0
MP02624,09-paź-2024,57,M,Warszawa,Nie,PLN 92.98,2,43.63,374,1,0.224,3.4,3,Nie,,urban,2.0,walk_in,98,0
MP02625,06-paź-2024,36,K,Bydgoszcz,Nie,PLN 73.97,2,35.0,223,1,,2.0,4,Nie,,suburban,5.8,social_media,101,1
MP02626,02-paź-2023,41,M,Kraków,Tak,"PLN 2,410.73",6,429.65,11,4,0.531,3.4,2,Tak,E,urban,0.9,friend,471,0
MP02627,08-gru-2024,65,M,Kraków,Nie,PLN 35.00,1,39.77,169,1,0.03,2.7,4,Tak,D,urban,7.1,walk_in,38,1
MP02628,19-sty-2022,39,K,Warszawa,Nie,PLN 144.18,4,35.0,240,1,0.0,1.8,4,Tak,B,rural,31.8,,1092,1
MP02629,12-lis-2023,57,K,Łódź,Nie,PLN 799.63,4,199.82,35,2,0.119,3.1,3,Tak,C,suburban,6.4,online_ad,430,0
MP02630,25-lut-2022,42,K,Gdynia,Nie,"PLN 10,476.24",15,658.26,1,8,0.441,5.0,1,Nie dotyczy,E,urban,1.6,friend,1055,0
MP02631,22-paź-2024,47,M,Poznań,Nie,"PLN 1,479.21",5,292.92,75,4,0.296,3.1,4,Tak,D,urban,6.8,walk_in,85,0
MP02632,20-sty-2024,43,M,Kraków,Tak,"PLN 2,298.53",7,327.2,43,2,0.449,3.0,4,Nie,,rural,61.9,friend,361,0
MP02633,28-wrz-2024,52,M,Warszawa,Nie,PLN 101.27,1,101.02,139,1,0.163,2.4,6,Nie,D,suburban,15.2,friend,109,0
MP02634,15-wrz-2023,34,M,Warszawa,Tak,PLN 288.79,4,79.23,61,1,0.216,2.4,4,Nie,B,rural,53.9,walk_in,488,0
MP02635,15-kwi-2022,30,M,Łódź,Tak,PLN 814.93,4,239.01,77,3,0.299,,3,Tak,C,urban,9.7,friend,1006,0
MP02636,12-lut-2022,34,M,Warszawa,Nie,"PLN 1,232.24",5,265.24,40,3,0.373,2.8,4,Nie,A,suburban,22.7,online_ad,1068,0
MP02637,12-sty-2023,43,K,Warszawa,Nie,PLN 892.73,5,195.82,22,1,0.223,2.4,4,Nie,D,urban,7.4,friend,734,0
MP02638,28-mar-2024,39,M,Warszawa,Nie,PLN 219.29,1,220.1,95,1,0.35,2.8,3,Tak,D,urban,6.4,walk_in,293,0
MP02639,27-cze-2022,51,K,Łódź,Tak,"PLN 1,617.49",4,465.14,54,2,0.162,3.4,3,Tak,C,suburban,29.4,friend,933,0
MP02640,24-lip-2024,58,K,Lublin,Nie,PLN 35.00,1,35.0,307,1,0.214,1.0,7,Nie,A,suburban,12.5,online_ad,175,1
MP02641,30-wrz-2022,30,K,Warszawa,Tak,PLN 899.57,6,129.88,69,2,0.276,4.0,3,Nie,B,urban,7.9,online_ad,838,0
MP02642,05-lip-2023,33,M,Szczecin,Nie,"PLN 4,748.14",11,434.24,12,6,0.331,3.9,2,Tak,D,urban,4.4,online_ad,560,0
MP02643,22-sie-2022,25,M,Gdańsk,Tak,"PLN 1,564.47",4,389.62,10,3,0.496,3.5,3,Nie,E,suburban,8.9,walk_in,877,0
MP02644,02-cze-2023,66,M,Katowice,Nie,PLN 35.04,1,35.0,540,1,0.0,1.0,5,Tak,,urban,7.5,social_media,593,1
MP02645,18-maj-2023,46,K,Kraków,Nie,PLN 835.84,5,164.38,129,2,0.134,2.6,3,Tak,A,urban,8.4,walk_in,608,0
MP02646,20-sty-2022,48,M,Białystok,Tak,"PLN 5,659.07",11,537.08,2,6,0.486,3.6,1,Tak,E,urban,8.7,online_ad,1091,0
MP02647,20-wrz-2023,26,M,Katowice,Nie,PLN 77.10,1,78.13,98,1,,2.5,4,Tak,D,urban,9.3,walk_in,483,1
MP02648,14-maj-2024,42,K,Gdynia,Nie,PLN 70.00,2,35.0,77,1,0.265,3.8,6,Nie,,rural,52.2,walk_in,246,0
MP02649,23-paź-2024,48,K,Białystok,Nie,PLN 519.64,4,147.53,149,1,0.18,2.9,3,Nie,D,urban,5.5,friend,84,1
MP02650,07-sty-2023,39,K,Warszawa,Nie,"PLN 1,198.74",5,219.18,65,3,,2.3,3,Tak,B,suburban,28.5,online_ad,739,0
MP02651,23-sie-2024,55,M,Gdynia,Nie,PLN 404.52,2,217.62,92,1,0.296,2.8,3,Nie,,suburban,10.2,walk_in,145,0
MP02652,21-sie-2024,70,K,Białystok,Tak,PLN 39.48,1,35.0,193,1,0.148,2.4,5,Nie,C,urban,1.2,social_media,147,0
MP02653,18-gru-2024,31,M,Kraków,Tak,"PLN 1,181.13",5,251.62,46,3,0.392,3.9,2,Nie,C,suburban,15.8,friend,28,0
MP02654,22-lut-2023,30,M,Warszawa,Tak,"PLN 5,738.73",10,643.85,2,6,0.365,4.1,2,Tak,,urban,6.0,,693,0
MP02655,22-lip-2024,31,K,Gdynia,Tak,"PLN 1,343.85",4,290.91,59,1,0.306,4.1,4,Tak,D,rural,49.0,friend,177,0
MP02656,17-wrz-2023,61,K,Warszawa,Nie,PLN 712.71,4,202.1,235,1,0.092,2.7,6,Nie dotyczy,D,suburban,25.4,,486,1
MP02657,18-mar-2022,55,M,Lublin,Tak,PLN 620.47,5,151.55,27,1,0.224,2.8,3,Tak,D,suburban,5.7,friend,1034,0
MP02658,03-lis-2022,40,M,Wrocław,Tak,"PLN 2,779.88",7,449.09,3,6,0.442,3.6,1,Tak,E,urban,8.1,friend,804,0
MP02659,11-sty-2024,42,M,Bydgoszcz,Tak,PLN 417.27,2,210.96,54,1,0.05,2.7,3,Nie,B,rural,45.0,friend,370,0
MP02660,07-lip-2022,32,K,Warszawa,Nie,"PLN 1,087.16",5,243.49,59,2,0.302,3.4,2,Nie,A,suburban,28.8,walk_in,923,0
MP02661,29-kwi-2023,53,K,Bydgoszcz,Nie,"PLN 1,424.04",4,372.79,5,3,0.303,3.1,2,Nie dotyczy,C,urban,3.8,social_media,627,0
MP02662,01-maj-2024,37,M,Poznań,Nie,"PLN 1,748.13",6,347.96,12,4,0.428,3.8,4,Tak,E,urban,6.4,social_media,259,0
MP02663,25-cze-2022,39,M,Katowice,Nie,"PLN 2,986.87",6,457.97,13,3,0.309,4.2,2,Nie dotyczy,B,urban,7.8,walk_in,935,0
MP02664,05-lip-2023,49,K,Kraków,Tak,"PLN 3,216.01",7,444.5,4,4,0.308,4.3,3,Tak,E,urban,5.4,friend,560,0
MP02665,04-wrz-2022,40,K,Warszawa,Nie,PLN 614.27,4,170.87,243,1,0.11,2.1,3,Nie,C,urban,2.0,social_media,864,0
MP02666,17-sie-2023,39,M,Kraków,Tak,PLN 521.77,4,160.1,60,1,0.218,2.9,3,Tak,D,rural,17.5,walk_in,517,1
MP02667,02-paź-2022,42,K,Warszawa,Nie,PLN 152.29,2,82.08,158,1,0.041,3.1,5,Nie dotyczy,A,rural,20.6,friend,836,1
MP02668,23-lis-2024,52,K,Gdynia,Tak,PLN 73.64,2,35.0,259,1,0.236,1.7,4,Nie dotyczy,A,urban,5.2,walk_in,53,0
MP02669,07-kwi-2022,62,M,Warszawa,Nie,"PLN 7,028.69",13,497.79,7,3,0.335,2.8,2,Nie,C,rural,47.0,walk_in,1014,1
MP02670,21-lis-2024,49,K,Kraków,Nie,PLN 97.08,2,49.47,301,1,0.348,1.6,5,Nie,B,suburban,19.3,online_ad,55,0
MP02671,20-maj-2024,52,K,Białystok,Nie,PLN 568.44,4,148.05,540,1,0.042,1.7,4,Tak,D,urban,7.3,walk_in,240,0
MP02672,27-lip-2024,40,M,Kraków,Nie,PLN 471.90,2,247.4,91,1,0.302,1.7,4,Nie,B,rural,16.9,walk_in,172,0
MP02673,23-lip-2024,34,K,Kraków,Nie,PLN 71.70,2,35.0,258,1,0.058,2.4,5,Tak,A,suburban,8.4,walk_in,176,0
MP02674,05-sie-2022,50,K,Szczecin,Tak,"PLN 10,802.10",15,672.7,1,8,0.638,4.5,4,Nie,E,suburban,24.0,online_ad,894,0
MP02675,17-paź-2024,44,M,Wrocław,Nie,PLN 175.00,5,35.11,53,1,0.161,1.8,4,Tak,,urban,7.9,social_media,90,0
MP02676,19-paź-2023,25,M,Białystok,Nie,"PLN 1,267.60",6,217.78,25,1,0.301,3.3,3,Tak,D,urban,7.2,walk_in,454,0
MP02677,20-lis-2024,38,K,Szczecin,Tak,PLN 74.37,2,35.0,376,1,0.282,2.8,7,Tak,C,rural,52.3,online_ad,56,0
MP02678,21-sie-2024,41,M,Kraków,Tak,PLN 39.18,1,35.0,222,1,0.267,3.4,6,Nie,,urban,9.7,social_media,147,0
MP02679,03-paź-2023,36,M,Gdańsk,Tak,PLN 313.07,2,160.21,50,2,0.175,2.2,5,Nie,D,urban,9.5,friend,470,0
MP02680,23-lut-2023,60,M,Katowice,Nie,PLN 511.29,4,126.96,208,1,0.105,2.7,3,Nie,C,urban,6.6,social_media,692,0
MP02681,21-maj-2022,48,K,Łódź,Nie,PLN 651.42,4,173.27,37,1,0.358,2.2,5,Tak,A,urban,3.5,walk_in,970,0
MP02682,04-maj-2022,58,K,Bydgoszcz,Nie,PLN 70.45,2,35.0,185,1,0.047,2.2,6,Tak,B,urban,0.6,walk_in,987,1
MP02683,12-mar-2023,45,K,Wrocław,Tak,"PLN 2,073.64",7,319.95,20,2,0.32,3.3,3,Nie,E,rural,46.6,online_ad,675,0
MP02684,09-cze-2024,43,K,Poznań,Nie,PLN 769.21,5,138.13,126,1,0.259,1.6,4,Tak,A,urban,4.6,online_ad,220,1
MP02685,15-lip-2023,31,M,Bydgoszcz,Tak,PLN 74.96,2,35.0,192,1,0.338,2.5,4,Nie,D,rural,22.4,social_media,550,0
MP02686,19-cze-2023,42,M,Warszawa,Tak,"PLN 2,571.45",7,322.53,10,2,0.404,3.7,2,Nie,D,suburban,10.4,walk_in,576,0
MP02687,06-paź-2022,42,K,Wrocław,Nie,"PLN 4,047.90",11,385.25,50,2,0.3,3.9,4,Nie dotyczy,C,suburban,28.4,friend,832,0
MP02688,17-wrz-2023,26,M,Warszawa,Nie,"PLN 3,980.97",10,341.53,19,4,0.189,2.9,2,Tak,B,urban,1.1,social_media,486,0
MP02689,05-gru-2023,36,K,Bydgoszcz,Nie,PLN 35.68,1,35.0,540,1,0.132,,7,Tak,,urban,8.0,friend,407,1
MP02690,11-gru-2024,38,M,Gdańsk,Nie,PLN 35.00,1,35.0,314,1,0.096,1.6,6,Nie dotyczy,B,rural,60.1,online_ad,35,0
MP02691,13-mar-2024,47,M,Łódź,Tak,PLN 326.41,4,74.14,82,1,0.33,2.5,5,Nie dotyczy,A,suburban,22.2,online_ad,308,0
MP02692,02-lis-2023,48,K,Warszawa,Tak,PLN 871.98,5,189.9,56,3,0.307,3.9,4,Nie,D,urban,1.1,online_ad,440,0
MP02693,24-wrz-2024,35,M,Gdynia,Tak,"PLN 1,505.02",5,300.2,16,4,0.292,3.5,2,Tak,E,rural,57.3,online_ad,113,0
MP02694,19-kwi-2023,48,M,Łódź,Tak,PLN 352.20,2,178.33,67,1,0.074,2.3,3,Nie,D,rural,47.7,friend,637,0
MP02695,21-paź-2024,40,M,Kraków,Nie,PLN 36.17,1,35.0,97,1,0.166,2.9,4,Nie,C,urban,3.1,walk_in,86,0
MP02696,18-lut-2023,,M,Warszawa,Nie,PLN 35.00,1,35.0,540,1,0.221,1.6,6,Tak,A,suburban,20.7,walk_in,697,1
MP02697,02-cze-2022,36,M,Gdańsk,Nie,"PLN 3,950.10",7,589.75,6,5,0.456,4.8,2,Tak,D,suburban,8.4,social_media,958,1
MP02698,11-kwi-2023,55,K,Kraków,Nie,PLN 35.00,1,35.0,540,1,0.0,1.0,6,Nie,A,rural,50.4,online_ad,645,0
MP02699,03-cze-2022,22,M,Katowice,Tak,"PLN 1,561.55",6,266.45,80,1,0.037,4.0,3,Tak,B,urban,9.1,walk_in,957,0
MP02700,22-maj-2022,43,K,Szczecin,Tak,"PLN 1,191.60",5,236.83,25,2,,3.3,4,Nie dotyczy,C,urban,5.5,friend,969,0
MP02701,24-sie-2024,61,K,Warszawa,Nie,PLN 38.61,1,35.0,540,1,0.0,1.0,5,Tak,A,urban,9.5,online_ad,144,1
MP02702,23-maj-2024,33,M,Gdańsk,Nie,"PLN 1,441.84",5,348.49,15,4,0.251,3.7,3,Nie dotyczy,,urban,4.7,walk_in,237,0
MP02703,11-wrz-2022,42,M,Kraków,Nie,PLN 74.29,2,35.0,502,1,0.159,1.8,5,Nie,D,urban,8.6,online_ad,857,1
MP02704,08-lip-2024,26,K,Warszawa,Nie,PLN 70.00,2,35.0,317,1,0.328,,4,Nie dotyczy,D,suburban,24.3,social_media,191,1
MP02705,30-mar-2022,62,K,Gdańsk,Nie,PLN 989.12,4,250.87,55,3,,3.7,3,Nie,B,suburban,7.2,online_ad,1022,0
MP02706,18-lis-2022,41,K,Kraków,Nie,PLN 471.10,2,257.98,70,1,0.119,2.1,3,Tak,E,urban,9.2,friend,789,0
MP02707,17-lut-2024,43,M,Katowice,Nie,PLN 70.26,2,35.0,540,1,0.109,2.1,4,Tak,C,suburban,27.8,social_media,333,1
MP02708,09-gru-2022,58,K,Gdańsk,Nie,PLN 838.01,5,173.02,37,1,0.142,3.8,3,Tak,B,urban,3.8,walk_in,768,0
MP02709,14-mar-2024,50,K,Kraków,Nie,PLN 207.73,2,105.77,425,1,0.16,2.2,3,Nie,C,urban,8.0,,307,1
MP02710,17-sie-2024,31,K,Gdynia,Nie,PLN 541.96,2,258.9,33,2,0.343,3.2,4,Tak,,suburban,10.6,social_media,151,0
MP02711,27-mar-2022,34,M,Poznań,Nie,"PLN 2,580.42",7,350.8,14,2,0.306,3.1,4,Nie,A,rural,16.5,friend,1025,1
MP02712,09-lut-2022,48,K,Warszawa,Tak,"PLN 10,324.98",13,713.21,2,8,0.633,5.0,1,Nie dotyczy,D,urban,2.5,social_media,1071,0
MP02713,27-paź-2024,35,M,Poznań,Nie,PLN 341.17,2,179.07,104,1,0.437,1.7,5,Nie,C,rural,39.2,online_ad,80,1
MP02714,31-lip-2023,18,K,Gdynia,Nie,PLN 361.26,4,85.64,116,1,0.189,3.1,6,Nie,A,rural,17.9,online_ad,534,0
MP02715,16-lip-2023,41,M,Wrocław,Nie,"PLN 2,782.18",9,294.22,133,3,0.33,2.8,3,Nie dotyczy,E,suburban,9.0,friend,549,0
MP02716,31-maj-2023,24,K,Wrocław,Nie,PLN 917.45,5,182.21,13,2,0.565,2.8,3,Nie,E,rural,62.5,friend,595,0
MP02717,28-kwi-2023,61,M,Wrocław,Nie,"PLN 1,803.71",9,176.6,74,1,,2.6,3,Tak,,urban,5.2,social_media,628,0
MP02718,31-sty-2024,44,K,Kraków,Tak,"PLN 1,717.25",5,361.93,10,1,0.226,3.6,4,Tak,A,urban,8.3,online_ad,350,0
MP02719,03-paź-2023,31,M,Warszawa,Tak,"PLN 1,381.38",5,272.98,20,3,0.331,2.9,4,Nie,E,rural,25.3,walk_in,470,0
MP02720,10-lip-2022,34,M,Gdańsk,Nie,PLN 273.70,2,133.59,255,1,0.089,3.1,3,Tak,D,urban,1.3,online_ad,920,1
MP02721,23-lis-2023,19,K,Katowice,Nie,PLN 35.00,1,35.0,99,1,,2.0,5,Nie,,urban,7.9,online_ad,419,1
MP02722,07-sty-2024,29,K,Bydgoszcz,Tak,"PLN 1,911.52",7,247.98,16,2,0.328,3.4,2,Nie dotyczy,E,urban,3.8,online_ad,374,0
MP02723,17-maj-2022,54,M,Warszawa,Nie,"PLN 3,269.37",7,471.07,9,4,0.349,4.0,2,Nie,E,urban,4.9,online_ad,974,0
MP02724,26-lut-2023,,K,Wrocław,Nie,PLN 626.87,2,302.84,33,2,0.023,2.5,4,Tak,B,urban,9.9,walk_in,689,0
MP02725,18-maj-2024,51,M,Warszawa,Tak,"PLN 2,670.26",6,395.11,11,2,0.266,3.2,7,Tak,C,urban,3.5,online_ad,242,0
MP02726,14-lis-2023,41,K,Łódź,Tak,"PLN 3,010.28",9,328.82,50,3,0.326,3.2,2,Nie dotyczy,B,rural,38.7,social_media,428,0
MP02727,11-cze-2022,37,K,Szczecin,Tak,"PLN 3,120.86",6,518.47,4,5,,3.8,3,Tak,E,urban,6.5,social_media,949,0
MP02728,27-lut-2022,31,K,Kraków,Nie,PLN 211.92,5,42.16,64,1,0.294,2.1,4,Tak,B,rural,19.5,walk_in,1053,0
MP02729,05-paź-2023,67,K,Katowice,Tak,"PLN 1,586.97",7,246.53,29,3,,2.2,4,Nie,A,urban,7.3,friend,468,0
MP02730,29-maj-2023,40,M,Wrocław,Tak,PLN 35.00,1,35.0,457,1,0.129,1.4,4,Nie,B,urban,4.8,social_media,597,1
MP02731,18-lis-2024,67,M,Szczecin,Nie,PLN 129.95,2,65.77,62,1,0.0,1.5,4,Tak,A,rural,23.8,walk_in,58,0
MP02732,02-sie-2023,59,K,Katowice,Nie,PLN 375.43,2,186.25,179,1,0.03,1.9,3,Nie,B,urban,4.6,walk_in,532,1
MP02733,17-paź-2024,21,M,Szczecin,Nie,PLN 77.72,2,35.0,540,1,0.252,1.1,5,Nie,A,urban,4.9,walk_in,90,1
MP02734,03-wrz-2022,34,M,Katowice,Nie,"PLN 1,035.44",4,240.95,115,2,0.077,2.9,3,Tak,B,rural,47.0,walk_in,865,1
MP02735,13-maj-2023,34,K,Białystok,Nie,"PLN 1,539.84",5,323.16,82,3,0.413,2.9,3,Nie,E,urban,9.4,walk_in,613,0
MP02736,14-cze-2022,41,M,Gdańsk,Nie,"PLN 10,564.28",16,661.51,0,6,0.467,4.3,3,Nie,B,urban,7.8,friend,946,0
MP02737,27-wrz-2023,41,M,Kraków,Nie,PLN 155.69,4,35.0,446,1,0.0,1.5,4,Tak,B,rural,34.1,social_media,476,1
MP02738,06-sie-2022,78,K,Kraków,Nie,PLN 70.00,2,35.0,540,1,0.0,2.4,4,Nie dotyczy,B,urban,9.7,social_media,893,0
MP02739,01-lip-2023,29,M,Katowice,Nie,PLN 668.57,4,170.24,127,1,0.355,2.0,4,Tak,C,suburban,24.8,social_media,564,1
MP02740,22-sty-2023,45,M,Warszawa,Tak,"PLN 1,469.84",5,328.27,47,2,0.51,3.7,2,Nie,E,urban,0.8,walk_in,724,0
MP02741,03-sie-2022,49,M,Gdynia,Nie,"PLN 5,681.14",10,475.22,4,4,0.528,4.1,2,Nie,,urban,1.6,online_ad,896,0
MP02742,29-kwi-2022,42,M,Łódź,Nie,"PLN 1,678.04",4,395.1,73,2,0.197,4.3,2,Nie,C,urban,2.6,online_ad,992,0
MP02743,22-lip-2023,43,K,Bydgoszcz,Tak,"PLN 4,333.54",9,501.41,3,3,0.482,4.4,2,Tak,E,suburban,7.1,,543,0
MP02744,04-lis-2024,29,K,Łódź,Tak,PLN 221.74,2,111.19,147,1,0.227,2.8,6,Nie,B,urban,5.1,friend,72,0
MP02745,17-sie-2022,43,K,Gdynia,Nie,"PLN 1,017.07",4,272.16,39,2,0.24,3.4,2,Nie dotyczy,A,rural,32.0,walk_in,882,0
MP02746,28-mar-2023,,M,Warszawa,Nie,PLN 252.94,1,218.18,253,1,0.242,2.3,4,Nie,E,suburban,29.3,walk_in,659,1
MP02747,14-wrz-2022,46,M,Łódź,Tak,"PLN 5,428.76",12,554.04,1,5,0.512,5.0,2,Tak,D,suburban,16.8,friend,854,0
MP02748,07-cze-2024,49,M,Katowice,Nie,PLN 71.83,2,35.0,476,1,0.09,1.5,4,Tak,A,urban,2.5,friend,222,0
MP02749,08-kwi-2023,59,K,Kraków,Tak,PLN 336.83,2,169.38,112,2,0.0,4.3,3,Nie,A,suburban,29.3,friend,648,1
MP02750,03-gru-2024,53,K,Kraków,Nie,PLN 35.00,1,35.0,540,1,0.0,1.9,5,Tak,A,suburban,17.8,social_media,43,0
MP02751,07-paź-2022,43,M,Katowice,Nie,"PLN 2,790.71",6,474.66,15,5,0.27,3.8,4,Nie,D,urban,1.2,online_ad,831,0
MP02752,12-kwi-2022,28,K,Białystok,Nie,"PLN 1,167.20",4,10103.11,47,3,0.397,3.2,2,Nie dotyczy,E,rural,19.0,friend,1009,0
MP02753,06-paź-2023,35,K,Warszawa,Nie,PLN 78.79,2,35.0,338,1,0.245,2.1,4,Nie dotyczy,A,urban,6.9,social_media,467,0
MP02754,20-gru-2023,39,M,Gdańsk,Nie,"PLN 2,723.46",7,388.27,70,2,0.477,3.3,3,Tak,D,rural,39.7,walk_in,392,0
MP02755,20-gru-2024,45,K,Kraków,Nie,PLN 75.12,2,35.0,448,1,0.0,2.0,5,Nie,C,rural,46.2,friend,26,1
MP02756,13-sie-2024,36,K,Kraków,Nie,PLN 616.34,4,160.3,61,3,0.445,3.1,4,Tak,E,urban,8.6,online_ad,155,0
MP02757,27-sie-2024,31,M,Gdańsk,Nie,"PLN 1,403.46",4,316.79,40,2,0.267,3.7,4,Tak,D,urban,7.0,online_ad,141,0
MP02758,01-gru-2023,28,M,Warszawa,Tak,PLN 504.10,5,100.54,315,1,0.297,2.4,4,Nie,B,suburban,26.5,,411,0
MP02759,07-lut-2023,22,K,Wrocław,Tak,"PLN 5,275.09",13,373.7,28,4,0.393,3.6,3,Tak,E,suburban,23.6,social_media,708,0
MP02760,23-kwi-2023,39,K,Kraków,Nie,PLN 979.74,4,234.3,208,1,0.241,,6,Tak,D,rural,48.7,social_media,633,1
MP02761,08-cze-2022,24,K,Katowice,Tak,"PLN 1,974.47",10,197.98,20,3,0.475,3.4,2,Nie,A,urban,1.8,friend,952,0
