transaction_id,customer_id,transaction_date,store_id,product_category,amount,items_count,payment_method
T015595,MP03123,24-mar-2024,S04,Flooring,484.17,8,card
T015596,MP03123,11-sie-2024,S04,Tools,43.2,1,cash
T015597,MP03123,15-wrz-2024,S04,Garden,296.55,5,card
T015598,MP03123,06-sty-2025,S04,Tools,280.98,2,card
T015599,MP03124,17-gru-2023,S02,Flooring,406.14,8,online
T015600,MP03124,04-sty-2024,S02,Flooring,343.73,10,card
T015601,MP03124,22-sty-2024,S02,Flooring,280.8,5,cash
T015602,MP03124,13-lut-2024,S02,Garden,690.98,9,mobile
T015603,MP03124,17-lut-2024,S02,Building Materials,1048.1,20,card
T015604,MP03124,21-kwi-2024,S02,Building Materials,182.98,4,card
T015605,MP03124,19-cze-2024,S02,Electrical,738.23,9,online
T015606,MP03124,02-lip-2024,S02,Building Materials,662.2,10,card
T015607,MP03124,21-lip-2024,S02,Garden,161.29,1,card
T015608,MP03124,13-sie-2024,S02,Electrical,107.05,1,online
T015609,MP03124,02-gru-2024,S02,Building Materials,434.18,6,card
T015610,MP03124,09-sty-2025,S06,Garden,661.83,5,card
T015611,MP03125,20-maj-2023,S02,Paint,619.07,6,card
T015612,MP03125,17-gru-2023,S02,Paint,854.26,9,card
T015613,MP03125,29-gru-2023,S12,Building Materials,79.71,1,online
T015614,MP03125,13-sty-2024,S02,Paint,298.95,4,online
T015615,MP03125,22-lut-2024,S02,Paint,110.59,2,card
T015616,MP03125,28-lis-2024,S03,Building Materials,86.34,1,mobile
T015617,MP03126,10-wrz-2024,S01,Electrical,242.76,3,mobile
T015618,MP03126,21-wrz-2024,S01,Electrical,124.88,1,online
T015619,MP03126,24-wrz-2024,S04,Electrical,60.5,1,card
T015620,MP03126,14-paź-2024,S01,Electrical,94.71,1,card
T015621,MP03127,01-sie-2024,S08,Garden,186.97,2,mobile
T015622,MP03127,10-sie-2024,S08,Garden,279.6,4,card
T015623,MP03127,13-wrz-2024,S08,Garden,175.37,5,card
T015624,MP03127,20-lis-2024,S08,Garden,170.55,3,card
T015625,MP03128,27-lis-2024,S02,Electrical,53.19,1,online
T015626,MP03128,15-gru-2024,S02,Garden,427.37,7,cash
T015627,MP03129,03-sie-2023,S07,Tools,148.84,2,card
T015628,MP03129,29-gru-2023,S02,Tools,250.17,3,card
T015629,MP03129,20-sty-2024,S02,Flooring,113.38,1,card
T015630,MP03129,28-paź-2024,S07,Tools,333.91,2,card
T015631,MP03130,19-maj-2024,S12,Flooring,40.14,1,card
T015632,MP03130,20-maj-2024,S12,Flooring,31.11,1,card
T015633,MP03131,13-mar-2023,S03,Tools,154.78,1,card
T015634,MP03131,14-mar-2023,S03,Lighting,264.36,3,card
T015635,MP03131,26-mar-2023,S03,Plumbing,234.07,3,card
T015636,MP03131,05-lip-2023,S03,Garden,446.9,4,cash
T015637,MP03131,09-wrz-2023,S03,Tools,379.41,4,card
T015638,MP03131,21-sty-2024,S03,Lighting,420.35,7,card
T015639,MP03131,29-sty-2024,S10,Garden,389.57,4,cash
T015640,MP03131,05-mar-2024,S03,Lighting,768.47,7,card
T015641,MP03131,17-cze-2024,S03,Plumbing,418.04,4,online
T015642,MP03131,09-sie-2024,S03,Lighting,445.85,11,card
T015643,MP03131,18-wrz-2024,S03,Lighting,630.22,10,card
T015644,MP03131,07-sty-2025,S03,Lighting,113.84,2,online
T015645,MP03132,24-cze-2023,S05,Garden,587.06,9,card
T015646,MP03132,02-paź-2023,S05,Garden,254.94,1,card
T015647,MP03132,11-lis-2023,S05,Plumbing,863.13,6,cash
T015648,MP03132,21-gru-2023,S05,Flooring,709.22,5,mobile
T015649,MP03132,30-cze-2024,S05,Building Materials,154.09,1,card
T015650,MP03132,03-lip-2024,S05,Plumbing,784.96,9,online
T015651,MP03132,13-lip-2024,S05,Flooring,201.59,2,cash
T015652,MP03132,11-sie-2024,S05,Plumbing,308.55,2,card
T015653,MP03132,06-sty-2025,S05,Plumbing,278.3,4,card
T015654,MP03133,15-kwi-2024,S03,Flooring,35.59,1,card
T015655,MP03133,16-kwi-2024,S03,Flooring,46.69,1,card
T015656,MP03134,27-cze-2022,S02,Lighting,467.82,5,card
T015657,MP03134,11-kwi-2023,S02,Garden,853.58,20,cash
T015658,MP03134,06-gru-2023,S02,Lighting,440.73,4,card
T015659,MP03134,16-gru-2023,S02,Tools,671.92,5,card
T015660,MP03134,27-sty-2024,S02,Electrical,583.41,13,card
T015661,MP03134,08-sty-2025,S08,Garden,197.51,3,online
T015662,MP03135,23-lut-2024,S07,Building Materials,244.15,2,cash
T015663,MP03135,21-kwi-2024,S01,Building Materials,176.72,4,cash
T015664,MP03135,15-lip-2024,S08,Building Materials,67.74,1,online
T015665,MP03135,16-paź-2024,S01,Building Materials,158.7,3,card
T015666,MP03135,20-lis-2024,S01,Building Materials,139.68,2,card
T015667,MP03135,13-gru-2024,S12,Building Materials,576.74,5,online
T015668,MP03135,26-gru-2024,S11,Building Materials,389.72,7,cash
T015669,MP03136,02-paź-2022,S10,Plumbing,228.61,3,cash
T015670,MP03136,07-gru-2022,S11,Plumbing,315.19,8,card
T015671,MP03136,19-maj-2023,S11,Building Materials,45.24,1,card
T015672,MP03136,30-wrz-2023,S11,Plumbing,51.84,1,card
T015673,MP03136,09-gru-2024,S11,Building Materials,155.77,2,card
T015674,MP03137,09-sty-2024,S04,Paint,328.79,3,card
T015675,MP03137,18-maj-2024,S04,Paint,49.64,1,card
T015676,MP03138,01-wrz-2023,S08,Flooring,24.49,1,card
T015677,MP03138,11-wrz-2023,S10,Flooring,39.14,1,online
T015678,MP03138,02-lis-2023,S08,Flooring,38.49,1,card
T015679,MP03138,27-mar-2024,S08,Flooring,33.93,1,card
T015680,MP03138,04-paź-2024,S08,Flooring,46.22,1,online
T015681,MP03139,08-gru-2023,S12,Plumbing,228.2,2,card
T015682,MP03139,16-gru-2023,S12,Paint,358.49,3,online
T015683,MP03139,13-mar-2024,S12,Plumbing,384.05,4,cash
T015684,MP03139,14-kwi-2024,S12,Paint,234.51,5,online
T015685,MP03139,28-cze-2024,S12,Paint,252.88,2,mobile
T015686,MP03139,27-lis-2024,S08,Paint,172.33,3,card
T015687,MP03140,05-sie-2023,S01,Paint,35.83,1,mobile
T015688,MP03140,20-gru-2024,S01,Paint,34.17,1,cash
T015689,MP03141,05-sie-2024,S07,Electrical,212.71,5,cash
T015690,MP03141,03-wrz-2024,S07,Flooring,203.15,2,online
T015691,MP03141,21-wrz-2024,S07,Electrical,504.05,6,cash
T015692,MP03141,21-gru-2024,S07,Electrical,345.29,3,card
T015693,MP03142,01-kwi-2023,S01,Garden,258.62,1,online
T015694,MP03142,01-wrz-2023,S01,Paint,222.78,1,card
T015695,MP03142,17-kwi-2024,S01,Paint,194.16,3,online
T015696,MP03142,29-lis-2024,S01,Plumbing,310.78,7,cash
T015697,MP03143,22-sie-2023,S04,Lighting,185.59,1,card
T015698,MP03143,01-paź-2023,S04,Paint,538.15,6,card
T015699,MP03143,13-sty-2024,S10,Lighting,52.05,1,card
T015700,MP03143,24-paź-2024,S04,Paint,181.93,1,online
T015701,MP03143,18-gru-2024,S04,Lighting,207.4,2,cash
T015702,MP03144,12-lut-2024,S11,Paint,172.88,1,card
T015703,MP03144,24-gru-2024,S11,Flooring,191.47,1,cash
T015704,MP03145,27-kwi-2024,S01,Garden,152.98,3,card
T015705,MP03145,08-paź-2024,S03,Garden,133.3,1,card
T015706,MP03146,23-mar-2024,S12,Tools,589.71,5,card
T015707,MP03146,30-gru-2024,S12,Tools,374.8,5,card
T015708,MP03147,18-maj-2024,S06,Building Materials,69.74,1,card
T015709,MP03147,07-lip-2024,S06,Building Materials,157.18,1,card
T015710,MP03147,04-sie-2024,S06,Building Materials,540.16,4,online
T015711,MP03147,02-wrz-2024,S06,Building Materials,63.74,1,mobile
T015712,MP03147,10-paź-2024,S06,Building Materials,39.66,1,card
T015713,MP03147,21-lis-2024,S06,Building Materials,617.87,7,card
T015714,MP03147,03-gru-2024,S06,Building Materials,425.41,3,cash
T015715,MP03148,17-sie-2024,S10,Lighting,241.86,2,cash
T015716,MP03148,22-sie-2024,S04,Lighting,254.87,8,online
T015717,MP03148,21-wrz-2024,S04,Paint,786.69,5,online
T015718,MP03148,03-lis-2024,S04,Paint,170.13,3,card
T015719,MP03148,07-lis-2024,S04,Paint,321.06,2,mobile
T015720,MP03148,11-lis-2024,S04,Electrical,221.08,1,online
T015721,MP03148,12-gru-2024,S04,Electrical,441.58,6,online
T015722,MP03149,19-gru-2024,S01,Garden,292.39,6,card
T015723,MP03149,19-gru-2024,S01,Garden,135.41,1,card
T015724,MP03149,19-gru-2024,S01,Garden,214.36,2,online
T015725,MP03149,20-gru-2024,S01,Garden,167.33,1,online
T015726,MP03150,15-lis-2022,S06,Plumbing,160.62,1,card
T015727,MP03150,25-cze-2023,S06,Plumbing,528.26,6,cash
T015728,MP03150,03-kwi-2024,S06,Plumbing,114.0,1,online
T015729,MP03150,16-kwi-2024,S06,Plumbing,113.14,1,card
T015730,MP03150,09-cze-2024,S07,Plumbing,77.52,1,cash
T015731,MP03150,03-wrz-2024,S06,Plumbing,41.1,1,online
T015732,MP03151,05-maj-2024,S05,Paint,153.14,1,online
T015733,MP03151,17-lip-2024,S05,Paint,613.23,6,card
T015734,MP03151,24-lip-2024,S05,Plumbing,97.02,1,cash
T015735,MP03151,27-gru-2024,S05,Plumbing,255.29,5,online
T015736,MP03152,28-wrz-2022,S02,Flooring,154.36,1,online
T015737,MP03152,01-paź-2022,S02,Flooring,154.82,1,cash
T015738,MP03152,20-paź-2022,S02,Flooring,141.57,1,card
T015739,MP03152,05-sty-2023,S02,Flooring,141.03,1,online
T015740,MP03152,07-sty-2023,S02,Garden,179.38,1,card
T015741,MP03152,10-gru-2024,S02,Garden,46.68,1,cash
T015742,MP03153,18-lis-2022,S06,Flooring,173.78,1,mobile
T015743,MP03153,28-mar-2023,S01,Flooring,172.28,1,cash
T015744,MP03153,05-sie-2023,S05,Flooring,266.46,2,card
T015745,MP03153,07-paź-2024,S05,Flooring,112.05,1,online
T015746,MP03154,22-maj-2024,S01,Plumbing,36.57,1,online
T015747,MP03155,22-cze-2022,S12,Tools,151.64,1,online
T015748,MP03155,25-paź-2022,S12,Tools,107.7,1,online
T015749,MP03155,12-lis-2022,S07,Tools,183.08,2,card
T015750,MP03155,01-kwi-2024,S12,Tools,382.94,11,cash
T015751,MP03155,08-lis-2024,S12,Tools,68.48,1,mobile
T015752,MP03156,18-wrz-2024,S03,Flooring,58.21,1,online
T015753,MP03156,05-paź-2024,S03,Flooring,12.27,1,cash
T015754,MP03157,06-sie-2024,S05,Plumbing,485.19,4,card
T015755,MP03157,13-wrz-2024,S05,Building Materials,724.96,13,card
T015756,MP03157,14-wrz-2024,S05,Plumbing,323.11,5,mobile
T015757,MP03157,16-wrz-2024,S05,Paint,801.42,14,card
T015758,MP03157,21-gru-2024,S05,Lighting,231.68,1,card
T015759,MP03157,13-sty-2025,S05,Building Materials,650.29,4,card
T015760,MP03158,26-gru-2024,S09,Plumbing,35.0,1,card
T015761,MP03159,01-lut-2024,S08,Flooring,58.44,1,card
T015762,MP03159,02-sie-2024,S08,Flooring,13.61,1,card
T015763,MP03160,23-sie-2024,S11,Lighting,33.82,1,card
T015764,MP03160,23-sie-2024,S11,Lighting,60.59,1,online
T015765,MP03160,28-sie-2024,S11,Lighting,116.78,3,mobile
T015766,MP03160,10-paź-2024,S11,Lighting,183.75,3,online
T015767,MP03161,10-gru-2022,S12,Building Materials,107.16,1,mobile
T015768,MP03161,02-kwi-2023,S12,Building Materials,5.61,1,online
T015769,MP03161,11-maj-2023,S12,Building Materials,23.75,1,mobile
T015770,MP03161,04-sie-2024,S12,Building Materials,7.33,1,mobile
T015771,MP03162,04-wrz-2024,S02,Flooring,165.52,1,cash
T015772,MP03162,06-wrz-2024,S02,Electrical,186.05,3,card
T015773,MP03162,07-wrz-2024,S02,Flooring,369.88,5,cash
T015774,MP03162,17-wrz-2024,S06,Electrical,206.37,4,mobile
T015775,MP03162,28-wrz-2024,S02,Electrical,80.42,1,mobile
T015776,MP03162,28-wrz-2024,S02,Electrical,849.78,10,online
T015777,MP03162,04-paź-2024,S02,Electrical,634.95,4,card
T015778,MP03162,16-paź-2024,S02,Flooring,329.61,8,mobile
T015779,MP03162,08-lis-2024,S02,Electrical,97.92,1,online
T015780,MP03163,26-lis-2022,S04,Flooring,601.43,4,mobile
T015781,MP03163,29-lis-2022,S04,Plumbing,583.93,15,mobile
T015782,MP03163,02-lip-2023,S11,Plumbing,566.02,3,card
T015783,MP03163,13-sie-2023,S04,Flooring,1044.32,7,online
T015784,MP03163,22-wrz-2023,S02,Paint,293.69,1,card
T015785,MP03163,20-mar-2024,S04,Plumbing,473.46,4,card
T015786,MP03163,25-maj-2024,S04,Plumbing,480.79,9,mobile
T015787,MP03163,22-paź-2024,S04,Flooring,696.25,6,cash
T015788,MP03163,04-sty-2025,S04,Plumbing,210.1,2,online
T015789,MP03164,22-sty-2023,S07,Electrical,1100.27,12,card
T015790,MP03164,04-mar-2023,S07,Plumbing,58.05,1,online
T015791,MP03164,21-sty-2024,S10,Tools,53.28,1,card
T015792,MP03164,09-lut-2024,S07,Paint,312.02,5,card
T015793,MP03164,30-mar-2024,S07,Flooring,158.84,1,card
T015794,MP03164,01-maj-2024,S04,Plumbing,103.66,1,online
T015795,MP03164,12-maj-2024,S07,Electrical,502.71,4,card
T015796,MP03164,27-cze-2024,S08,Electrical,99.22,1,card
T015797,MP03164,22-wrz-2024,S07,Tools,238.48,6,card
T015798,MP03164,26-gru-2024,S07,Plumbing,293.24,6,card
T015799,MP03165,30-mar-2023,S01,Electrical,373.8,2,cash
T015800,MP03165,01-lis-2024,S01,Electrical,333.7,6,mobile
T015801,MP03166,24-maj-2023,S08,Building Materials,77.73,1,online
T015802,MP03166,15-lis-2023,S11,Building Materials,618.15,19,card
T015803,MP03166,17-lut-2024,S08,Building Materials,251.67,4,online
T015804,MP03166,24-maj-2024,S08,Building Materials,604.49,6,cash
T015805,MP03166,08-wrz-2024,S03,Plumbing,739.61,5,card
T015806,MP03166,16-paź-2024,S08,Flooring,522.78,3,card
T015807,MP03166,08-sty-2025,S08,Flooring,165.18,1,card
T015808,MP03167,04-kwi-2024,S01,Tools,36.83,1,online
T015809,MP03168,14-lut-2023,S11,Lighting,89.64,1,mobile
T015810,MP03168,14-sie-2023,S11,Flooring,118.7,2,mobile
T015811,MP03168,25-gru-2023,S11,Lighting,192.68,1,online
T015812,MP03168,10-lip-2024,S11,Flooring,131.09,1,cash
T015813,MP03169,12-lip-2024,S08,Building Materials,15.29,1,card
T015814,MP03169,24-lip-2024,S08,Building Materials,165.51,5,cash
T015815,MP03169,26-wrz-2024,S08,Building Materials,394.03,10,card
T015816,MP03169,28-wrz-2024,S08,Building Materials,243.97,3,card
T015817,MP03169,28-wrz-2024,S08,Building Materials,490.29,3,online
T015818,MP03169,17-paź-2024,S08,Paint,126.79,3,card
T015819,MP03169,19-lis-2024,S08,Paint,54.6,1,card
T015820,MP03170,05-lis-2023,S06,Garden,421.9,3,card
T015821,MP03170,19-lis-2023,S06,Garden,249.19,4,online
T015822,MP03170,14-sty-2024,S06,Building Materials,335.6,5,card
T015823,MP03170,30-sie-2024,S06,Paint,398.15,3,online
T015824,MP03170,11-wrz-2024,S06,Plumbing,229.56,7,card
T015825,MP03170,24-gru-2024,S06,Garden,772.68,13,online
T015826,MP03171,09-cze-2024,S04,Paint,39.33,1,cash
T015827,MP03172,26-paź-2024,S02,Flooring,66.85,1,card
T015828,MP03173,10-paź-2023,S08,Tools,719.82,6,mobile
T015829,MP03173,01-sty-2024,S08,Paint,66.81,1,card
T015830,MP03173,06-mar-2024,S08,Garden,248.43,1,cash
T015831,MP03173,21-kwi-2024,S08,Garden,710.08,8,online
T015832,MP03173,16-lis-2024,S07,Garden,175.09,3,card
T015833,MP03173,01-sty-2025,S08,Tools,382.78,3,card
T015834,MP03174,11-mar-2023,S10,Tools,316.78,2,online
T015835,MP03174,19-lis-2023,S10,Tools,211.79,2,card
T015836,MP03174,27-lis-2023,S10,Tools,91.39,1,online
T015837,MP03174,22-gru-2023,S10,Tools,71.55,1,mobile
T015838,MP03174,28-lip-2024,S10,Tools,109.03,1,online
T015839,MP03175,26-gru-2024,S10,Tools,36.73,1,cash
T015840,MP03176,02-gru-2023,S01,Flooring,35.0,1,card
T015841,MP03177,26-lis-2023,S11,Plumbing,330.67,2,card
T015842,MP03177,05-mar-2024,S01,Plumbing,184.11,1,card
T015843,MP03177,03-lip-2024,S01,Plumbing,74.83,1,cash
T015844,MP03177,18-lip-2024,S01,Plumbing,124.07,2,online
T015845,MP03177,09-sie-2024,S01,Plumbing,79.94,1,card
T015846,MP03177,09-sie-2024,S01,Plumbing,30.17,1,mobile
T015847,MP03177,28-paź-2024,S01,Plumbing,164.27,1,card
T015848,MP03178,20-lip-2023,S02,Garden,152.44,1,mobile
T015849,MP03178,01-lis-2023,S02,Building Materials,310.54,2,online
T015850,MP03178,09-gru-2023,S02,Garden,286.34,4,cash
T015851,MP03178,10-lut-2024,S02,Garden,606.84,4,mobile
T015852,MP03178,03-kwi-2024,S05,Garden,154.15,4,mobile
T015853,MP03178,30-cze-2024,S02,Building Materials,156.47,2,online
T015854,MP03178,24-gru-2024,S02,Garden,296.15,5,card
T015855,MP03179,18-paź-2022,S07,Tools,328.18,2,card
T015856,MP03179,22-sty-2023,S07,Tools,159.09,2,online
T015857,MP03179,03-wrz-2023,S07,Tools,417.83,2,cash
T015858,MP03179,11-sty-2024,S10,Tools,286.35,2,mobile
T015859,MP03179,17-paź-2024,S07,Tools,211.17,3,card
T015860,MP03180,19-lip-2022,S06,Building Materials,339.0,5,cash
T015861,MP03180,05-sie-2022,S06,Paint,575.16,5,cash
T015862,MP03180,24-sty-2023,S06,Building Materials,640.79,7,online
T015863,MP03180,24-sie-2023,S06,Tools,100.76,1,online
T015864,MP03180,01-sty-2025,S06,Paint,136.99,1,card
T015865,MP03181,02-paź-2022,S03,Paint,524.17,3,card
T015866,MP03181,02-gru-2022,S03,Plumbing,267.75,5,cash
T015867,MP03181,30-gru-2022,S03,Building Materials,368.91,4,mobile
T015868,MP03181,16-sie-2023,S03,Plumbing,157.8,1,mobile
T015869,MP03181,17-sie-2023,S03,Plumbing,197.91,2,mobile
T015870,MP03181,01-gru-2023,S03,Lighting,279.07,7,online
T015871,MP03181,02-maj-2024,S03,Lighting,452.8,3,mobile
T015872,MP03181,06-maj-2024,S03,Lighting,483.9,3,cash
T015873,MP03181,05-gru-2024,S03,Lighting,389.21,5,card
T015874,MP03182,02-gru-2022,S12,Plumbing,216.71,2,card
T015875,MP03182,07-gru-2023,S12,Plumbing,56.05,1,mobile
T015876,MP03182,10-paź-2024,S12,Plumbing,5.08,1,card
T015877,MP03182,15-paź-2024,S05,Plumbing,339.22,2,mobile
T015878,MP03182,11-lis-2024,S12,Plumbing,118.87,1,online
T015879,MP03182,01-gru-2024,S04,Plumbing,293.32,7,card
T015880,MP03183,24-lip-2024,S01,Electrical,114.39,2,mobile
T015881,MP03183,27-lip-2024,S01,Tools,295.37,2,card
T015882,MP03183,08-sie-2024,S01,Tools,50.88,1,card
T015883,MP03183,30-paź-2024,S01,Garden,790.53,7,card
T015884,MP03184,05-cze-2022,S03,Building Materials,8.11,1,card
T015885,MP03184,12-lis-2022,S11,Building Materials,24.25,1,card
T015886,MP03184,13-mar-2023,S01,Building Materials,113.92,2,online
T015887,MP03184,11-sie-2023,S09,Building Materials,94.16,1,online
T015888,MP03184,27-lis-2023,S10,Building Materials,247.41,6,mobile
T015889,MP03184,16-wrz-2024,S09,Building Materials,61.06,1,cash
T015890,MP03185,08-lip-2024,S05,Building Materials,44.74,1,online
T015891,MP03185,08-wrz-2024,S05,Building Materials,131.76,1,online
T015892,MP03186,07-lis-2024,S04,Building Materials,35.0,1,mobile
T015893,MP03187,23-kwi-2024,S01,Electrical,49.97,1,online
T015894,MP03187,26-sie-2024,S03,Electrical,23.82,1,mobile
T015895,MP03188,08-wrz-2023,S08,Flooring,125.63,1,online
T015896,MP03188,23-kwi-2024,S06,Flooring,77.16,1,online
T015897,MP03189,20-gru-2023,S09,Paint,432.22,3,cash
T015898,MP03189,15-lut-2024,S09,Paint,389.02,7,card
T015899,MP03189,07-maj-2024,S09,Building Materials,385.84,7,online
T015900,MP03189,02-cze-2024,S09,Building Materials,247.24,2,mobile
T015901,MP03189,16-paź-2024,S09,Paint,363.8,4,online
T015902,MP03190,04-lip-2024,S06,Lighting,291.12,1,online
T015903,MP03190,04-lip-2024,S03,Lighting,321.47,2,cash
T015904,MP03190,04-lip-2024,S03,Lighting,129.11,1,online
T015905,MP03190,05-lip-2024,S03,Lighting,117.22,1,mobile
T015906,MP03191,17-maj-2022,S05,Paint,79.59,2,online
T015907,MP03191,26-cze-2023,S05,Paint,82.28,1,card
T015908,MP03191,30-lip-2023,S05,Paint,134.21,3,card
T015909,MP03191,27-sty-2024,S10,Paint,142.9,2,mobile
T015910,MP03191,26-sie-2024,S05,Paint,222.76,1,online
T015911,MP03192,22-sty-2024,S06,Tools,35.0,1,online
T015912,MP03193,13-mar-2024,S04,Paint,418.22,8,card
T015913,MP03193,01-lis-2024,S03,Plumbing,571.66,4,card
T015914,MP03193,06-lis-2024,S03,Plumbing,1002.33,14,mobile
T015915,MP03193,14-gru-2024,S03,Paint,192.61,1,online
T015916,MP03193,05-sty-2025,S03,Paint,312.09,4,cash
T015917,MP03194,28-sty-2023,S06,Flooring,41.33,1,mobile
T015918,MP03194,04-cze-2024,S06,Flooring,97.23,1,mobile
T015919,MP03195,20-maj-2024,S04,Electrical,411.17,3,card
T015920,MP03195,01-lip-2024,S08,Flooring,184.16,2,cash
T015921,MP03195,26-wrz-2024,S09,Building Materials,535.15,8,card
T015922,MP03195,21-paź-2024,S04,Flooring,432.59,3,card
T015923,MP03195,07-lis-2024,S04,Electrical,587.4,5,card
T015924,MP03195,09-sty-2025,S04,Flooring,377.44,2,card
T015925,MP03196,18-mar-2023,S10,Electrical,39.43,1,card
T015926,MP03196,29-kwi-2024,S11,Electrical,30.57,1,online
T015927,MP03197,21-lis-2022,S09,Tools,38.18,1,online
T015928,MP03197,17-kwi-2023,S08,Tools,125.0,2,card
T015929,MP03197,03-lip-2023,S08,Building Materials,58.54,1,cash
T015930,MP03197,28-sie-2023,S08,Tools,194.97,1,online
T015931,MP03197,27-lis-2023,S08,Building Materials,450.85,9,cash
T015932,MP03197,04-paź-2024,S08,Building Materials,134.69,2,online
T015933,MP03198,11-cze-2024,S01,Paint,41.3,1,card
T015934,MP03199,08-gru-2024,S10,Lighting,130.67,2,online
T015935,MP03199,12-gru-2024,S10,Lighting,456.59,3,online
T015936,MP03200,09-cze-2023,S03,Paint,146.29,1,card
T015937,MP03200,12-sie-2023,S03,Paint,110.05,2,card
T015938,MP03200,04-wrz-2023,S03,Tools,183.66,3,card
T015939,MP03200,21-lis-2023,S03,Paint,409.95,4,card
T015940,MP03200,24-lis-2024,S03,Paint,34.8,1,online
T015941,MP03201,07-paź-2024,S12,Tools,35.88,1,online
T015942,MP03202,28-wrz-2024,S06,Building Materials,147.78,1,card
T015943,MP03202,29-wrz-2024,S06,Building Materials,198.55,1,mobile
T015944,MP03203,26-kwi-2024,S01,Electrical,41.26,1,card
T015945,MP03203,26-kwi-2024,S01,Electrical,31.53,1,mobile
T015946,MP03204,29-cze-2022,S08,Tools,278.92,2,online
T015947,MP03204,06-lip-2022,S08,Electrical,186.0,2,mobile
T015948,MP03204,29-sie-2022,S08,Electrical,117.91,1,card
T015949,MP03204,04-sty-2024,S08,Electrical,244.73,5,online
T015950,MP03204,28-gru-2024,S08,Electrical,531.56,12,mobile
T015951,MP03205,26-lut-2023,S01,Lighting,889.62,6,mobile
T015952,MP03205,09-kwi-2023,S01,Building Materials,1148.95,20,card
T015953,MP03205,13-sie-2023,S08,Plumbing,407.1,6,card
T015954,MP03205,26-gru-2023,S01,Plumbing,283.24,3,online
T015955,MP03205,27-gru-2023,S06,Paint,267.58,4,mobile
T015956,MP03205,21-sty-2024,S01,Paint,261.0,2,online
T015957,MP03205,28-sty-2024,S01,Plumbing,111.58,3,card
T015958,MP03205,09-lut-2024,S01,Lighting,90.19,1,cash
T015959,MP03205,03-maj-2024,S10,Lighting,1020.28,20,cash
T015960,MP03205,13-sie-2024,S01,Paint,628.77,7,cash
T015961,MP03205,12-sty-2025,S01,Building Materials,119.45,3,card
T015962,MP03206,19-mar-2024,S11,Flooring,572.83,3,cash
T015963,MP03206,11-maj-2024,S11,Garden,142.9,2,cash
T015964,MP03206,11-maj-2024,S11,Flooring,575.46,4,online
T015965,MP03206,07-cze-2024,S11,Lighting,723.86,6,cash
T015966,MP03206,22-cze-2024,S07,Tools,139.1,2,card
T015967,MP03206,10-lip-2024,S11,Lighting,573.27,7,online
T015968,MP03206,09-sie-2024,S11,Plumbing,650.59,9,cash
T015969,MP03206,23-sie-2024,S11,Tools,168.67,1,mobile
T015970,MP03206,15-wrz-2024,S10,Garden,402.5,3,card
T015971,MP03206,28-wrz-2024,S11,Plumbing,445.35,3,online
T015972,MP03206,13-sty-2025,S11,Lighting,83.49,1,cash
T015973,MP03207,30-gru-2024,S12,Flooring,67.24,1,cash
T015974,MP03207,31-gru-2024,S12,Flooring,65.84,1,card
T015975,MP03207,31-gru-2024,S12,Flooring,64.51,1,card
T015976,MP03207,31-gru-2024,S12,Flooring,133.98,2,card
T015977,MP03208,28-lip-2024,S08,Electrical,202.26,3,cash
T015978,MP03208,27-lis-2024,S08,Electrical,76.63,1,mobile
T015979,MP03209,25-kwi-2023,S05,Paint,917.71,20,card
T015980,MP03209,08-sie-2023,S05,Plumbing,735.57,6,online
T015981,MP03209,03-paź-2023,S05,Paint,48.66,1,mobile
T015982,MP03209,18-sie-2024,S03,Lighting,162.08,3,cash
T015983,MP03209,21-wrz-2024,S05,Lighting,115.85,1,mobile
T015984,MP03209,02-gru-2024,S05,Lighting,365.62,11,online
T015985,MP03210,27-gru-2022,S06,Flooring,151.02,3,mobile
T015986,MP03210,06-kwi-2023,S11,Flooring,70.03,1,mobile
T015987,MP03210,07-maj-2023,S01,Flooring,105.31,1,online
T015988,MP03210,28-wrz-2023,S06,Flooring,51.14,1,online
T015989,MP03210,27-lis-2024,S06,Flooring,20.7,1,cash
T015990,MP03211,19-lis-2024,S04,Tools,40.49,1,cash
T015991,MP03212,19-sty-2023,S01,Tools,161.17,1,card
T015992,MP03212,31-sie-2024,S01,Tools,84.04,2,mobile
T015993,MP03213,27-mar-2023,S12,Flooring,140.76,3,card
T015994,MP03213,31-maj-2023,S12,Flooring,339.41,2,cash
T015995,MP03213,06-wrz-2023,S12,Paint,463.66,5,mobile
T015996,MP03213,16-wrz-2023,S04,Paint,157.42,1,cash
T015997,MP03213,16-gru-2023,S12,Paint,236.53,3,card
T015998,MP03213,06-mar-2024,S12,Paint,269.75,2,card
T015999,MP03213,30-gru-2024,S12,Building Materials,475.75,3,online
T016000,MP03214,25-lis-2024,S03,Electrical,595.88,4,mobile
T016001,MP03214,27-lis-2024,S03,Flooring,797.3,17,cash
T016002,MP03214,06-gru-2024,S03,Garden,211.25,1,card
T016003,MP03214,07-gru-2024,S11,Garden,1089.75,8,cash
T016004,MP03214,27-gru-2024,S05,Tools,510.8,6,online
T016005,MP03214,28-gru-2024,S03,Garden,349.28,2,card
T016006,MP03214,31-gru-2024,S06,Garden,760.64,6,online
T016007,MP03214,03-sty-2025,S03,Electrical,151.1,1,card
T016008,MP03214,12-sty-2025,S03,Flooring,1181.72,9,cash
T016009,MP03215,04-paź-2023,S03,Building Materials,246.79,1,cash
